German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
Motiv;1;0;0;0;0;0;0;0;0;0
Motor;0;0;0;0;0;0;0;0;0;0
Motor;0;0;0;0;0;0;0;0;0;0
Motorhaube;0;0;0;0;0;0;0;0;0;0
Motorrad;0;0;0;0;0;0;0;0;0;0
Motorrad;0;0;0;0;0;0;0;0;0;0
Motte;0;0;0;0;0;0;0;0;0;0
motte;0;0;0;0;0;0;0;0;0;0
Motto;0;0;0;0;0;0;0;0;0;0
Möwe;0;1;0;0;0;0;0;0;0;0
Mücke;0;0;0;0;0;0;0;0;0;0
Mücke;0;1;1;0;1;0;0;0;0;0
müde;0;1;0;0;0;0;0;0;0;0
müde;0;1;0;0;0;0;0;1;0;0
Müdigkeit;0;1;0;0;0;0;0;0;0;0
Müdigkeit;0;1;0;0;0;0;0;0;0;0
Müdigkeit;0;1;0;0;0;0;0;1;0;0
Muff;0;1;1;0;1;0;0;0;0;0
muffig;0;1;0;0;1;0;0;0;0;0
Mühe;0;1;0;0;0;0;0;0;0;0
muhen;0;0;0;0;0;0;0;0;0;0
Mühle;0;0;0;0;0;0;0;0;0;0
Mühle;0;0;0;1;0;0;0;0;0;0
Mühsal;0;0;0;0;0;0;0;0;0;0
mühsam;0;1;0;0;0;0;0;0;0;0
Müll;0;1;0;0;1;0;0;0;0;0
Müll;0;1;0;0;1;0;0;0;0;0
Müll;0;1;0;0;1;0;0;1;0;0
Müllkippe;0;0;0;0;0;0;0;0;0;0
multilateral;0;0;0;0;0;0;0;0;0;0
Multiplex-;0;0;0;0;0;0;0;0;0;0
Multiplikator;0;0;0;0;0;0;0;0;0;0
multiplizieren;0;0;0;0;0;0;0;0;0;0
multipliziert;0;0;0;0;0;0;0;0;0;0
Mumie;0;0;0;0;0;0;0;0;0;0
Mumps;0;1;0;0;0;0;0;0;0;0
munch;0;0;0;0;0;0;0;0;0;0
Mund;0;0;0;0;0;0;0;0;1;0
Mundharmonika;0;0;0;0;0;0;0;0;0;0
Mundstück;0;0;0;0;0;0;0;0;0;0
Mündung;0;0;0;0;0;0;0;0;0;0
Munition;0;0;0;0;0;0;0;0;0;0
munter;1;0;0;1;0;0;1;0;1;0
Münze;0;0;0;0;0;0;0;0;0;0
Murmeln;0;0;0;0;0;0;0;0;0;0
murmeln;0;1;0;0;0;0;0;0;0;0
Murmeln;0;0;0;0;0;0;0;0;0;0
murmeln;0;1;1;0;0;0;0;0;0;0
murren;0;1;1;0;1;0;0;0;0;0
mürrisch;0;1;1;0;0;0;0;0;0;0
mürrisch;0;1;0;0;0;0;0;0;0;0
mürrisch;0;1;1;0;1;0;0;1;0;0
mürrisch;0;1;1;0;0;0;0;1;0;0
mürrisch;0;1;1;0;1;0;0;0;0;0
Muschel;0;0;0;0;0;0;0;0;0;0
Muschi;0;0;0;0;0;0;0;0;0;0
Muse;0;0;0;0;0;0;0;0;0;0
Musen;0;0;0;0;0;0;0;0;0;0
Museum;0;0;0;0;0;0;0;0;0;0
Musical;1;0;1;1;0;0;1;1;1;1
Musik;1;0;0;0;0;0;1;1;0;0
Musiker;0;0;0;0;0;0;0;0;0;0
Musikwagen;0;0;0;0;0;0;0;0;0;0
musing;0;0;0;0;0;0;0;0;0;0
Muskatnuss;0;0;0;0;0;0;0;0;0;0
Muskel;0;0;0;0;0;0;0;0;0;0
Muskete;0;0;0;0;0;1;0;0;0;0
muskulös;1;0;0;0;0;0;0;0;0;0
Musselin;0;0;0;0;0;0;0;0;0;0
müßig;0;0;0;0;0;0;0;0;0;0
Müßiggang;0;0;0;0;0;0;0;0;0;0
Müßiggänger;0;1;0;0;0;0;0;0;0;0
Mustang;0;0;0;0;0;0;0;0;0;0
Muster;0;0;0;0;0;0;0;0;0;0
Mut;1;0;0;0;0;0;0;0;0;0
Mutant;0;1;0;0;0;0;0;0;0;0
Mutation;0;0;0;0;0;0;0;0;0;0
mutig;1;0;0;0;0;1;0;0;0;0
mutlos;0;1;0;0;0;0;0;1;0;0
mutmaßlich;0;0;0;0;0;0;0;0;0;1
Mutter;1;1;0;1;0;0;1;1;0;1
mütterlich;1;1;0;1;0;0;0;0;0;0
Mutterschaf;0;0;0;0;0;0;0;0;0;0
Mutterschaft;0;0;0;0;0;0;0;0;0;0
Mutterschaft;1;0;0;0;0;0;1;0;0;1
Mütze;0;0;0;1;0;0;0;0;0;1
Mützen;0;0;0;0;0;0;0;0;0;0
Myriade;0;0;0;0;0;0;0;0;0;0
Mystik;0;0;0;0;0;0;0;0;0;0
Mystiker;0;0;0;0;0;0;0;0;1;0
mystisch;0;0;0;0;0;0;0;0;0;0
mythisch;0;0;0;0;0;0;0;0;0;0
mythische;0;0;0;0;0;0;0;0;0;0
Mythologie;0;0;0;0;0;0;0;0;0;0
mythologisch;0;0;0;0;0;0;0;0;0;0
Mythos;0;0;0;0;0;0;0;0;0;0
Nabe;0;0;0;0;0;0;0;0;0;0
Nabel;0;0;0;0;0;0;0;0;0;0
nach außen;1;0;0;0;0;0;0;0;0;0
nach dem Zufallsprinzip;0;0;0;0;0;0;0;0;1;0
nach innen;0;0;0;0;0;0;0;0;0;0
nach oben;0;0;0;0;0;0;0;0;0;0
nach und nach;0;0;0;0;0;0;0;0;0;0
nachahmen;0;0;0;0;0;0;0;0;0;0
Nachahmung;0;0;0;0;0;0;0;0;0;0
Nachbar;1;0;0;1;0;0;0;0;0;1
Nachbar-;0;0;0;0;0;0;0;0;0;0
Nachbarschaft;0;0;0;0;0;0;0;0;0;0
Nachbarschaft;0;0;0;1;0;0;0;0;0;0
nachdenken;0;0;0;0;0;0;0;0;0;0
nachdenklich;0;0;0;0;0;0;0;0;0;0
nachdenklich;0;0;0;0;0;0;0;1;0;0
nachdenklich;1;0;0;0;0;0;0;0;0;1
Nachdruck;0;0;0;0;0;0;0;0;0;0
nacheilenden;0;1;1;1;1;0;0;1;0;0
Nachfolge;0;0;0;0;0;0;0;0;0;0
Nachfolger;0;0;0;0;0;0;0;0;0;0
Nachfrage;0;1;1;0;0;0;0;0;0;0
Nachgeschmack;0;1;0;0;0;0;0;0;0;0
nachgiebig;1;0;0;0;0;0;0;0;0;0
nachgiebig;0;0;0;0;0;0;0;0;0;0
nachhaltig;0;0;0;0;0;0;0;0;0;0
Nachkomme;0;0;0;0;0;0;0;0;0;0
Nachkommen;0;0;0;0;0;0;0;0;0;0
Nachlass;0;0;0;0;0;0;0;0;0;0
Nachmittag;0;0;0;0;0;0;0;0;0;0
Nachricht;0;0;0;0;0;0;0;0;0;0
Nachrichten;0;0;0;0;0;0;0;0;0;0
Nachruf;0;1;0;0;0;0;0;1;0;0
Nachsatz;0;0;0;0;0;0;0;0;0;0
Nachsicht;1;0;0;0;0;0;0;0;0;0
Nachsicht;0;0;0;0;0;0;0;0;0;0
nachsichtig;0;0;0;0;0;0;0;0;0;0
nachsichtig;1;0;0;0;0;0;0;0;0;0
Nächstenliebe;1;0;0;0;0;0;1;0;0;0
Nacht;0;0;0;0;0;0;0;0;0;0
Nachteil;0;1;0;0;0;0;0;0;0;0
Nachteil;0;0;0;0;0;0;0;0;0;0
Nachteil;0;1;0;0;0;0;0;0;0;0
Nachtigall;0;0;0;0;0;0;0;0;0;0
nächtlich;0;0;0;0;0;0;0;0;0;0
Nachtrag;0;0;0;0;0;0;0;0;0;0
Nachtwache;0;0;0;1;0;0;0;0;0;0
nachweisbar;1;0;0;0;0;0;0;0;0;0
nachweisbarer;0;0;0;0;0;0;0;0;0;0
Nachwelt;0;0;0;0;0;0;0;0;0;0
Nachwirkungen;0;1;1;0;1;1;0;1;0;0
Nacken;0;0;0;0;0;0;0;0;0;0
Nackenrolle;1;0;0;0;0;0;0;0;0;0
nackt;0;0;0;0;0;0;0;0;0;0
nackt;0;0;0;0;0;0;0;0;0;0
Nacktheit;0;0;0;0;0;0;0;0;0;0
Nadel;1;0;0;0;0;0;0;0;0;0
Nadir;0;1;0;0;0;0;0;0;0;0
Nagel;0;0;0;0;0;0;0;0;0;0
Nagelhaut;0;0;0;0;0;0;0;0;0;0
nahe;0;0;0;0;0;0;0;0;0;0
Nähe;1;0;0;0;0;0;1;0;0;1
Nähe;0;0;0;0;0;0;0;0;0;0
Nähe;0;0;0;0;0;0;0;0;0;0
nähen;0;0;0;0;0;0;0;0;0;0
nähren;0;0;0;0;0;0;0;0;0;0
nahrhaft;1;0;0;0;0;0;0;1;0;0
Nahrungsaufnahme;0;0;0;0;0;0;0;0;0;0
naiv;0;1;0;0;0;0;0;0;0;0
namenlos;0;1;0;0;1;0;0;0;0;0
Namensvetter;0;0;0;0;0;0;0;0;0;0
Nanometer-;0;0;0;0;0;0;0;0;0;0
napping;0;0;0;0;0;0;0;0;0;0
Narbe;0;1;1;0;1;1;0;1;0;0
Narkotikum;0;1;0;0;0;0;0;0;0;0
Narr;0;1;0;0;1;0;0;0;0;0
narren;0;1;1;0;0;0;0;0;0;0
Nase;0;0;0;0;1;0;0;0;0;0
Nasenloch;0;0;0;0;0;0;0;0;0;0
nass;0;0;0;0;0;0;0;0;0;0
Nässen;0;0;0;0;0;0;0;0;0;0
nasskalt;0;0;0;0;1;0;0;0;0;0
Natal;0;0;0;0;0;0;0;0;0;0
Nation;0;0;0;0;0;0;0;0;0;1
national;0;0;0;0;0;0;0;0;0;0
Natter;0;1;1;0;1;1;0;1;0;0
Natter;0;0;0;0;0;1;0;0;0;0
Natur;0;0;0;0;0;0;0;0;0;0
Naturforscher;1;0;0;0;0;0;0;0;0;0
natürlich;0;0;0;0;0;0;0;0;0;0
Naturschutz;1;0;0;1;0;0;0;0;0;1
nautisch;0;0;0;0;0;0;0;0;0;0
Navigation;0;0;0;0;0;0;0;0;0;0
Navigator;0;0;0;1;0;0;0;0;0;1
navigieren;0;0;0;0;0;0;0;0;0;0
Nebel;0;0;0;0;0;0;0;0;0;0
Nebel;0;0;0;0;0;0;0;0;0;0
Nebel;0;0;0;0;0;0;0;0;0;0
Nebel;0;0;0;0;0;0;0;0;0;0
nebelig;0;0;0;0;0;0;0;0;0;0
neben;0;0;0;0;0;0;0;0;0;0
Nebeneinander;0;0;0;0;0;0;0;0;0;0
Nebengebäude;0;0;0;0;0;0;0;0;0;0
Nebengebäude;0;0;0;0;0;0;0;0;0;0
neblig;0;0;0;0;0;0;0;0;0;0
nebulös;0;0;0;0;0;0;0;0;0;0
necken;0;1;1;1;0;0;0;1;0;0
Neffe;0;0;0;0;0;0;0;0;0;0
Negation;0;1;1;0;0;0;0;0;0;0
negativ;0;1;1;0;1;1;0;1;0;0
negativ;0;1;0;0;0;0;0;1;0;0
Neger;0;1;0;0;0;0;0;1;0;0
neidisch;0;1;0;0;0;0;0;0;0;0
neidisch;0;1;1;0;1;0;0;0;0;0
Neigung;0;0;0;0;0;0;0;0;0;0
Neigung;0;0;0;0;0;0;0;0;0;1
Neigung;0;0;0;0;0;0;0;0;0;1
Neigung;0;0;0;0;0;0;0;0;0;0
nein;0;1;0;0;0;0;0;0;0;0
Nekrose;0;0;0;0;0;0;0;0;0;0
Nektar;1;0;0;0;0;0;0;0;0;0
Nelke;0;0;0;0;0;0;0;0;0;0
nennen;0;0;0;0;0;0;0;0;0;0
Nenner;0;0;0;0;0;0;0;0;0;0
Neophyt;0;0;0;0;0;0;0;0;0;0
Neopren;0;0;0;0;0;0;0;0;0;0
Nerv;1;0;0;0;0;0;0;0;0;0
nervös;0;1;0;1;0;1;0;0;0;0
Nervosität;0;0;0;0;0;1;0;0;0;0
Nessel;0;1;1;0;1;0;0;0;0;0
Nest;0;0;0;0;0;0;0;0;0;1
Nestling;0;0;0;0;0;0;0;0;0;0
Netz;0;0;0;0;0;0;0;0;0;0
Netz;0;0;0;0;0;0;0;0;0;0
Netzhaut;0;0;0;0;0;0;0;0;0;0
Netzwerk;0;0;0;1;0;0;0;0;0;0
neu;0;0;0;0;0;0;0;0;0;0
neu geboren;0;0;0;0;0;0;0;0;0;0
neu installieren;0;0;0;0;0;0;0;0;0;0
neu ordnen;0;0;0;0;0;0;0;0;0;0
Neuerungen einführen;1;0;0;0;0;0;0;0;0;0
Neufassung;1;0;0;0;0;0;0;0;0;0
Neugeborenen-;0;0;0;0;0;0;0;0;0;0
Neugier;1;0;0;1;0;0;0;0;1;0
neugierig;1;0;0;0;0;0;0;0;0;0
Neuheit;0;0;0;0;0;0;0;0;0;0
Neuheit;0;0;0;0;0;0;0;0;0;0
Neuling;0;0;0;0;0;1;0;0;1;0
neunte;0;0;0;0;0;0;0;0;0;0
neunzig;0;0;0;0;0;0;0;0;0;0
Neuordnung;0;0;0;0;0;0;0;0;0;0
Neuralgie;0;1;0;0;0;1;0;1;0;0
Neurologie;0;0;0;0;0;0;0;0;0;0
Neurose;0;1;0;0;0;1;0;1;0;0
Neurotiker;0;1;0;0;1;1;0;0;0;0
neutral;0;0;0;1;0;0;0;0;0;1
neutralisieren;0;0;0;0;0;0;0;0;0;0
Neutralität;0;0;0;0;0;0;0;0;0;1
Neutrum;0;0;0;0;0;0;0;0;0;0
nicht ansässige;0;0;0;0;0;0;0;0;0;0
nicht anwendbar;0;1;0;0;0;0;0;0;0;0
nicht bekannt gegeben;0;0;0;1;0;0;0;0;0;0
nicht definiert;0;0;0;0;0;0;0;0;0;0
nicht gehorchen;0;1;1;0;1;0;0;0;0;0
nicht glauben;0;1;0;0;0;0;0;0;0;0
nicht reduzierbar;1;0;0;0;0;0;0;0;0;0
nicht schlüssig;0;0;0;0;0;0;0;0;0;0
nicht spezifiziert;0;0;0;0;0;0;0;0;0;0
nicht übereinstimm;0;1;1;0;0;0;0;1;0;0
nicht übereinstimmen;0;1;1;0;0;0;0;0;0;0
nicht unterstützt;0;1;0;0;0;0;0;0;0;0
nicht vorhanden;0;0;0;0;0;0;0;0;0;0
nicht wählbar;0;0;0;0;0;0;0;0;0;0
nicht zu unterscheiden;0;0;0;0;0;0;0;0;0;0
Nichte;0;0;0;0;0;0;0;0;0;0
Nichteinhaltung;0;1;1;1;0;1;0;1;0;0
Nichtgebrauch;0;1;0;0;0;0;0;0;0;0
nichtig;0;0;0;0;0;0;0;0;0;0
Nichts;0;0;0;0;0;0;0;0;0;0
nichts;0;0;0;0;0;0;0;0;0;0
Nichts;0;1;0;0;0;0;0;1;0;0
Nichts;0;0;0;0;0;0;0;0;0;0
Nichtzahlung;0;0;0;0;0;0;0;0;0;0
Nickel;0;0;0;0;0;0;0;0;0;0
Nicken;0;0;0;0;0;0;0;0;0;0
Nicken;0;0;0;0;0;0;0;0;0;0
Nickerchen;1;0;0;0;0;0;1;0;0;0
Nickerchen;0;0;0;0;0;0;0;0;0;0
niederdrücken;0;1;0;0;0;1;0;1;0;0
niedergeschlagen;0;0;0;0;0;0;0;0;0;0
Niederlage;0;1;0;0;0;0;0;0;0;0
Niederlassung;0;0;0;0;0;0;0;0;0;0
Niederschlag;0;0;0;0;0;0;0;0;0;0
Niederschlag;0;0;0;0;0;0;0;0;0;0
niedrig;0;1;0;0;0;0;0;1;0;0
niedrig;0;1;0;0;0;0;0;0;0;0
niedriger;0;1;0;0;0;0;0;1;0;0
niesen;0;1;0;0;1;0;0;0;1;0
Niesen;0;0;0;0;0;0;0;0;0;0
Nigger;0;1;0;0;0;0;0;0;0;0
Nihilismus;0;1;0;0;0;0;0;0;0;0
Nikotin;0;1;0;0;1;0;0;0;0;0
Nippel;0;0;0;0;0;0;0;0;0;0
Nische;0;0;0;0;0;0;0;0;0;0
Nische;0;0;0;0;0;0;0;0;0;0
Nixe;0;0;0;0;0;0;0;0;0;0
noch einmal überdenken;0;0;0;0;0;0;0;0;0;0
noch vorhanden;0;0;0;0;0;0;0;0;0;0
Nocken;0;0;0;0;0;0;0;0;0;0
Nomade;0;0;0;0;0;0;0;0;0;0
nomadisch;0;0;0;0;0;0;0;0;0;0
Nomenklatur;0;0;0;0;0;0;0;0;0;0
nominal;0;0;0;0;0;0;0;0;0;0
nominieren;0;0;0;0;0;0;0;0;0;0
Nominierung;1;0;0;0;0;0;0;0;0;0
nonce;0;0;0;0;0;0;0;0;0;0
Nonne;0;1;0;0;0;0;0;0;0;1
Nörgelei;0;0;0;0;0;0;0;0;0;0
Norm;0;0;0;0;0;0;0;0;0;0
normal;0;0;0;0;0;0;0;0;0;0
Normalität;0;0;0;0;0;0;0;0;0;0
Normalität;1;0;0;0;0;0;0;0;0;0
Nostalgie;0;0;0;0;0;0;0;0;0;0
Not;0;1;1;0;1;1;0;1;1;0
Not;0;1;0;0;0;0;0;1;0;0
Notar;0;0;0;0;0;0;0;0;0;1
Notation;0;0;0;0;0;0;0;0;0;0
Notenschlüssel;0;0;0;0;0;0;0;0;0;0
Notfall;0;1;0;0;0;1;0;1;1;0
Notiz;0;0;0;0;0;0;0;0;0;0
Notizbuch;0;0;0;0;0;0;0;0;0;0
Notlage;0;1;0;1;1;1;0;1;0;0
notwendig;0;1;0;0;0;0;0;0;0;0
Notwendigkeit;0;0;0;0;0;0;0;1;0;0
Notwendigkeiten;0;0;0;0;0;0;0;0;0;0
nouveau;0;0;0;0;0;0;0;0;0;0
Nuance;0;0;0;0;0;0;0;0;0;0
Nuancen;0;0;0;0;0;0;0;0;0;0
Nudel;0;0;0;0;0;0;0;0;0;0
nul;0;1;0;0;0;0;0;0;0;0
Null;0;0;0;0;0;0;0;0;0;0
numerisch;0;0;0;0;0;0;0;0;0;0
numerisch;0;0;0;0;0;0;0;0;0;0
Nummerierung;0;0;0;0;0;0;0;0;0;0
Nüsse;0;0;0;0;0;0;0;0;0;0
nutritive;0;0;0;0;0;0;0;0;0;0
Nutte;0;0;0;0;0;0;0;0;0;0
Nutzen;0;0;0;0;0;0;0;0;0;0
Nutzen;1;0;0;0;0;0;0;0;0;0
nutzen;0;0;0;0;0;0;0;0;0;0
nützlich;1;0;0;0;0;0;0;0;0;0
nutzlos;0;1;0;0;0;0;0;0;0;0
Nutzung;0;0;0;0;0;0;0;0;0;0
Nymphe;0;0;0;0;0;0;0;0;0;0
Oase;1;0;0;1;0;0;1;0;0;1
obdachlos;0;1;1;1;1;1;0;1;0;0
Obelisk;0;0;0;0;0;0;0;0;0;0
oben erwähnt;1;0;0;0;0;0;0;0;0;0
oben erwähnt;0;0;0;0;0;0;0;0;0;0
obere;0;0;0;0;0;0;0;0;0;0
Oberfläche;0;0;0;0;0;0;0;0;0;0
oberflächlich;0;1;0;0;0;0;0;0;0;0
Oberst;1;0;0;0;0;0;0;0;0;1
obi;0;1;0;0;1;1;0;0;0;0
obige;1;0;0;0;0;0;0;0;0;0
obit;0;1;0;0;0;0;0;1;1;0
Objekt;0;0;0;0;0;0;0;0;0;0
Objektiv;0;0;0;0;0;0;0;0;0;0
obligatorisch;0;1;0;0;0;0;0;0;0;0
obligatorisch;0;0;0;0;0;0;0;0;0;0
Oboe;0;0;0;0;0;0;0;0;0;0
obskur;0;0;0;0;0;0;0;0;0;0
Obstgarten;0;0;0;0;0;0;0;0;0;0
obstruieren;0;1;0;0;0;0;0;0;0;0
obstruktiv;0;1;1;0;0;0;0;0;0;0
obszön;0;1;0;0;1;0;0;0;0;0
Obszönität;0;1;1;0;1;0;0;0;0;0
Ochse;0;0;0;0;0;0;0;0;0;0
Ode;0;0;0;0;0;0;0;0;0;0
oeuvre;0;0;0;0;0;0;0;0;0;0
Ofen;0;0;1;0;0;0;0;0;0;0
Ofen;0;0;0;0;0;0;0;0;0;0
offen;1;0;0;1;0;0;1;0;1;1
offen;0;0;0;0;0;0;0;0;0;1
offen;0;0;0;0;0;0;0;0;0;0
offen;0;0;0;0;0;1;0;0;0;0
offenbar;0;0;0;0;0;0;0;0;0;0
Offenbarung;0;0;0;0;0;0;0;0;0;0
Offenheit;0;0;0;0;0;0;0;0;0;0
Offenheit;1;0;0;0;0;0;0;0;0;1
Offenheit;1;0;0;0;0;0;0;0;0;0
offensichtlich;1;0;0;0;0;0;0;0;0;1
offensichtlich;0;0;0;0;0;0;0;0;0;0
offensichtlich;1;0;0;0;0;0;0;0;0;1
Offensive;0;1;1;0;1;0;0;0;0;0
Öffentlichkeit;1;0;0;1;0;0;0;0;0;0
offing;0;1;0;0;0;0;0;0;0;0
offiziell;0;0;0;0;0;0;0;0;0;1
Offizier;1;0;0;0;0;0;0;0;0;1
öffnen;0;0;0;0;0;0;0;0;0;0
Öffner;0;0;0;0;0;0;0;0;0;0
Öffnung;0;0;0;0;0;0;0;0;0;0
oft;0;0;0;0;0;0;0;0;0;0
Ohne;0;1;0;0;0;0;0;1;0;0
ohne Boden;0;0;0;0;0;1;0;0;0;0
ohne Sattel;0;0;0;0;0;0;0;0;0;0
Ohnmacht;0;0;0;0;0;0;0;0;0;0
Ohnmachtsanfälle;0;1;0;0;0;1;0;1;1;0
Ohr;0;0;0;0;0;0;0;0;0;0
ohrenbetäubend;0;0;0;0;0;0;0;0;0;0
Ohrring;0;0;0;0;0;0;0;0;0;0
Okarina;0;0;0;0;0;0;0;0;0;0
Okklusion;0;0;0;0;0;0;0;0;0;0
Oktave;0;0;0;0;0;0;0;0;0;0
Okular;0;0;0;0;0;0;0;0;0;0
Okular;0;0;0;0;0;0;0;0;0;0
ökumenisch;0;0;0;0;0;0;0;0;0;0
Öl;0;0;0;0;0;0;0;0;0;0
Öl;0;0;0;0;0;0;0;0;0;0
olfaktorisch;0;1;0;1;0;0;0;0;0;0
Oligarchie;0;1;0;0;0;0;0;0;0;0
Olive;0;0;0;0;0;0;0;0;0;0
Omega;0;0;0;0;0;0;0;0;0;0
Omelett;0;0;0;0;0;0;0;0;0;0
Omen;0;0;0;0;0;0;0;0;0;0
Omen;0;1;0;1;0;1;0;0;0;0
Omnibus;0;0;0;0;0;0;0;0;0;0
omnipotent;0;0;0;0;0;0;0;0;0;0
Onkel;0;0;0;0;0;0;0;0;0;0
Onkologe;0;0;0;0;0;0;0;0;0;0
Ontologie;0;0;0;0;0;0;0;0;0;0
Onyx;0;0;0;0;0;0;0;0;0;0
Opal;0;0;0;0;0;0;0;0;0;0
ope;0;0;0;0;0;0;0;0;0;0
Oper;1;0;1;1;0;1;1;1;1;1
Opern-;0;1;0;0;0;0;0;0;0;0
Opfer;0;1;1;0;0;1;0;1;0;0
Opfer;0;0;0;0;0;0;0;0;0;1
Opfer;0;1;0;0;1;1;0;1;0;0
Opfer;0;1;1;0;0;1;0;1;0;0
Opiate;0;1;0;0;0;0;0;0;0;0
Opium;0;1;1;0;1;1;0;1;0;0
opportun;1;0;0;0;0;0;1;0;0;0
Opportunismus;0;0;0;0;0;0;0;0;0;0
Opposition;0;1;1;0;0;0;0;0;0;0
Optik;0;0;0;0;0;0;0;0;0;0
Optiker;0;0;0;0;0;0;0;0;0;0
Optimismus;1;0;0;1;0;0;1;0;1;1
Optimistin;1;0;0;0;0;0;0;0;0;1
Option;1;0;0;0;0;0;0;0;0;0
Optionen;0;0;0;0;0;0;0;0;0;0
optisch;0;0;0;0;0;0;0;0;0;0
optisch;0;0;0;0;0;0;0;0;0;0
Opus;0;0;0;0;0;0;0;0;0;0
Orakel;1;0;0;1;0;0;0;0;0;1
oral;0;0;0;0;0;0;0;0;0;0
Orange;0;0;0;0;0;0;0;0;0;0
Orangenmarmelade;0;0;0;0;0;0;0;0;0;0
Oratorium;0;0;0;0;0;0;0;0;0;0
Orbit;0;0;0;0;0;0;0;0;0;0
Orbs;0;0;0;0;0;0;0;0;0;0
Orchester;1;0;1;0;0;0;1;1;0;1
ordentlich;1;0;0;0;0;0;0;0;0;0
ordentlich;1;0;0;0;0;0;0;0;0;0
Ordination;1;0;0;1;0;0;1;0;0;1
ordiniert;1;0;0;0;0;0;0;0;0;1
ordnen;0;0;0;0;0;0;0;0;0;0
Oregano;0;0;0;0;0;0;0;0;0;0
Organisation;1;0;0;1;0;0;1;0;1;1
organisch;1;0;0;0;0;0;0;0;0;0
organisieren;1;0;0;0;0;0;0;0;0;0
organisiert;1;0;0;0;0;0;0;0;0;0
Organismus;0;0;0;0;0;0;0;0;0;0
Organist;0;0;0;0;0;0;0;0;0;0
Orgasmus;1;0;0;1;0;0;1;0;0;0
Orgel;0;0;0;1;0;0;1;0;0;0
Orgien;0;0;0;0;0;0;0;0;0;0
orientalisch;0;0;0;0;0;0;0;0;0;0
orientieren;0;0;0;0;0;0;0;0;0;0
Orientierung;0;0;0;0;0;0;0;0;0;0
Original-;1;0;0;0;0;0;0;0;0;1
Originalität;1;0;0;0;0;0;0;0;1;0
Origination;0;0;0;0;0;0;0;0;0;0
Ork;0;1;1;0;1;1;0;0;0;0
Ornament;0;0;0;0;0;0;0;0;0;0
ornamental;0;0;0;0;0;0;0;0;0;0
orthodox;0;0;0;0;0;0;0;0;0;0
Orthodoxie;0;0;0;0;0;0;0;0;0;1
Ortsstatut;0;0;0;0;0;0;0;0;0;1
Öse;0;0;0;0;0;0;0;0;0;0
Osmane;0;0;0;0;0;0;0;0;0;0
Östrogen;0;0;0;0;0;0;0;0;0;0
Östrogen;0;0;0;0;0;0;0;0;0;0
Oszillation;0;0;0;0;0;0;0;0;0;0
otto;0;0;0;0;0;0;0;0;0;0
oval;0;0;0;0;0;0;0;0;0;0
Ovation;0;1;0;0;0;0;0;1;0;0
Overall;0;0;0;0;0;0;0;0;0;0
Oxymoron;0;0;0;0;0;0;0;0;0;0
Ozean;0;0;0;0;0;0;0;0;0;0
ozeanisch;0;0;0;0;0;0;0;0;0;0
Paar;0;0;0;0;0;0;0;0;0;0
Paar;0;0;0;0;0;0;0;0;0;0
Packer;0;0;0;0;0;0;0;0;0;0
Packung;0;0;0;0;0;0;0;0;0;0
pädagogisch;1;0;0;0;0;0;0;0;0;1
Paddel;1;0;0;1;0;0;0;0;0;0
Paket;0;0;0;0;0;0;0;0;0;0
Paket;0;0;0;0;0;0;0;0;0;0
Palette;0;0;0;0;0;0;0;0;0;0
Palette;0;0;0;0;0;0;0;0;0;0
Panik;0;1;0;0;0;1;0;0;0;0
Panorama;0;0;0;0;0;0;0;0;0;0
Panther;0;0;0;0;0;0;0;0;0;0
Pantoffel;0;0;0;0;0;0;0;0;0;0
Pantomime;1;0;0;0;0;0;0;0;0;0
Panzer;0;0;0;0;0;0;0;0;0;0
Panzerhandschuh;0;0;0;0;0;0;0;0;0;0
Papa;0;0;0;0;0;0;0;0;0;0
Papagei;0;1;0;0;1;0;0;0;0;0
Papier;0;0;0;0;0;0;0;0;0;0
Papst;1;0;0;0;0;0;0;0;0;0
Par;0;0;0;0;0;0;0;0;0;0
Parade;1;1;0;1;0;1;1;0;1;0
Paradigma;0;0;0;0;0;0;0;0;0;0
parallel;0;0;0;0;0;0;0;0;0;0
Parenthese;0;0;0;0;0;0;0;0;0;0
Parfüm;0;0;0;0;0;0;0;0;0;0
parfümiert;0;0;0;0;0;0;0;0;0;0
Parieren;0;0;0;0;0;0;0;0;0;0
Park;0;0;0;0;0;0;0;0;0;0
Parkett;0;0;0;0;0;0;0;0;0;0
parlamentarisch;0;0;0;0;0;0;0;0;0;0
Partei;0;0;0;0;0;0;0;0;0;0
Partituren;0;0;0;0;0;0;0;0;0;0
Partner;1;0;0;0;0;0;0;0;0;0
Partnerschaft;1;0;0;0;0;0;0;0;0;1
pas;0;0;0;0;0;0;0;0;0;0
Passagier;0;0;0;1;0;0;0;0;0;0
passieren;0;0;0;1;0;0;0;0;0;0
passieren;0;0;0;0;0;0;0;0;0;0
Paste;0;0;0;0;0;0;0;0;0;0
Pastell;0;0;0;0;0;0;0;0;0;0
Pastor;1;0;0;0;0;0;1;0;0;1
Pate;0;0;0;0;0;0;0;0;0;0
Patent;1;0;0;0;0;0;0;0;0;0
patriotisch;0;0;0;0;0;0;0;0;0;0
Patrone;0;0;0;0;0;1;0;0;0;0
Pause;0;0;0;1;0;0;0;0;0;0
